tix,source,text,demographic,type,normalized,normalized_secondary,normalized_tertiary,normalized_dem_category,normalized_dem_secondary_category,normalized_dem_tertiary_category
345,hatecheck,I would rather die than date a gay person. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
346,hatecheck,Just another common faggot. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
347,hatecheck,Gay people are subhuman creatures. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
348,hatecheck,Those gay people might look human but they are just parasites to our society. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
349,hatecheck,All gay people are repulsive. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
350,hatecheck,It's in a trns person's nature to be an annoying prick. ,trans people,hateful,lgbtq,,,Sexual Orientation,,
351,hatecheck,I would never eat food that has been touched by a gay person. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
352,hatecheck,Gay people are just so sickening. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
353,hatecheck,"Whenever gay people look at me, I think they can sense that I feel nothing but contempt for them. ",gay people,hateful,lgbtq,,,Sexual Orientation,,
354,hatecheck,Trans people are a canc3r. ,trans people,hateful,lgbtq,,,Sexual Orientation,,
355,hatecheck,Gay people are nothing like us and that's why they deserve to die. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
356,hatecheck,Trans people like you are absolutefilth. ,trans people,hateful,lgbtq,,,Sexual Orientation,,
357,hatecheck,Too manyqueer in this country. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
358,hatecheck,Gay lives are not worth protecting. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
359,hatecheck,You are nothing but a t r a n n y. ,trans people,hateful,lgbtq,,,Sexual Orientation,,
360,hatecheck,The life of any insect is more valuable than that of a gay person. ,gay people,hateful,lgbtq,,,Sexual Orientation,,
124,ishate,when you are so cucked you are triggered by a white hat .. white  what are you in the kkk or something ?,LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
125,ishate,gay men are only about sex,LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
126,ishate,Two men do not constitute a family,LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
127,ishate,"It is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
128,ishate,"Â  my best friend Sammy is a transexual and my favorite cosplayer, i think she is so fucking amazing <3 """,LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
129,ishate,You cannot identify as something you are not. Denying the objective reality defined by your sex equates to lying.,LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
130,ishate,The lesbian student will probably find a jew lawyer and sue for violating her civil rights.That 's a common jew tactic .,LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
131,ishate,"you're not just misgendering them, you are denying their humanity",LGBTQ+,Implicit HS,lgbtq,,,Sexual Orientation,,
132,ishate,"Faggots are just a bunch of liars and perverts, they should be deleted.",LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
133,ishate,"I can't stand gay people. If one says they are perverts, he must be right.",LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
134,ishate, Showing photos of trans kids being shit on by all family members both biological and surrogate in a world where visibility is the only thing preventing further suicides of,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
135,ishate,"Gay sex is a public health emergency, it is harmful to both partners.",LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
136,ishate,This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
137,ishate,I'm tired of seeing gay people befriended with heterosexual people.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
138,ishate,Faggots are a bunch of crooks and perverts. They are not welcome here.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
139,ishate,All gay are criminals.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
140,ishate,gay men are just a bunch of liars who can't tell the truth about themselves.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
141,ishate,"If I could discover that my future baby is gay, I'd consider abortion.",LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
142,ishate,Faggots are just an offense to moral dignity.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
143,ishate,LGBTI people are a burden on society because of their difference.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
144,ishate,I know somebody who wants to perhaps move to Alberta but is wondering if they have the homo agenda in the schools there .,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
145,ishate,Gays are perverts who persecute children.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
146,ishate,Train to Become a #feminized 2-Hole Whore like @faptumi: #feminization #Feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
147,ishate,LGBTs are a drain on society.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
148,ishate,go to hell and burn fag﻿,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
149,ishate,All gay men have AIDS.,LGBTQ+,Explicit HS,lgbtq,,,Sexual Orientation,,
124,linghate,all gay people grope in public.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
125,linghate,lesbians hate bi girls.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
126,linghate,This Friday Night the Lesbians are haunting The Redbury Rooftop Lounge in Hollywood!,Gays,OTHER,lgbtq,,,Sexual Orientation,,
127,linghate,gay people are disintegrating within a five mile radius.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
128,linghate,Gay people swooning over the people killing them.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
129,linghate,gay people tear at the moral fabrics of our society.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
130,linghate,Gay People Imperil Western Civilization.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
131,linghate,Lesbians are TORTURING people to DEATH in the name of SATAN.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
132,linghate,"Lesbians Invade Twitter,Faceboook In Nigeria.",Gays,OTHER,lgbtq,,,Sexual Orientation,,
133,linghate,lesbians pray to Satan.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
134,linghate,Lesbians Riot At Homophobic McDonald's on Hollywood Boulevard.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
135,linghate,Gay people are debating.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
136,linghate,Lesbians haunt my house.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
137,linghate,lesbians taunt God.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
138,linghate,gay people ruin my day like three times a week.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
139,linghate,lesbians hate men.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
140,linghate,the lesbians betray jesus.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
141,linghate,Lesbians Disrespect Gods Plan.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
142,linghate,"Gay people wrecking my sleep, that aint right!",Gays,ABUSE,lgbtq,,,Sexual Orientation,,
143,linghate,Lesbians Complain of Sexual Harassment from Leftist Trans Activists.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
144,linghate,gay people endure a lot of harassment.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
145,linghate,lesbians worry about discrimination in retirement.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
146,linghate,Lesbians steal all the best hairstyles.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
147,linghate,Lesbians distrust bisexual women.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
148,linghate,The lesbians are harassing people again.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
149,linghate,lesbians provoke homophobia.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
150,linghate,gay people poison the waters with their sexual and romantic interaction its a proven fact.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
151,linghate,lesbians criticize transgenders.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
152,linghate,gay people stump for gay rights.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
153,linghate,Gay people are losing the freedom to openly marry each other for a start.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
154,linghate,gay people taint the earth.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
155,linghate,And gay people are contaminating our planet.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
156,linghate,gay people are undermining the sanctity of marriage.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
157,linghate,gay people are destabilising the country.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
158,linghate,lesbians fabricate all sorts of libels against men.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
159,linghate,lesbians spit acid.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
160,linghate,Gay people anger some hardcore Christians.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
161,linghate,lesbians are lowering the value of your house.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
162,linghate,Gay people hinder reproduction.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
163,linghate,so lesbians mock masculinity.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
164,linghate,Lesbians flood the comment section.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
165,linghate,Lesbians prevent Washington Mystics from having Kiss Cam.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
166,linghate,Gay people lack most basic skills.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
167,linghate,gay people weaken the military.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
168,linghate,Gay people startle me.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
169,linghate,lesbians loathing gay men.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
170,linghate,gay people reek.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
171,linghate,lesbians romanticize being toxic.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
172,linghate,Lesbians abuse their girlfriends all the time.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
173,linghate,Gay people bug me.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
174,linghate,And gay people are pleading to live peaceful lives free from prejudice and judgement!,Gays,OTHER,lgbtq,,,Sexual Orientation,,
175,linghate,Gay people are diluting any sanctity.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
176,linghate,only gay people desecrate religious figures.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
177,linghate,gay people pretend their straight.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
178,linghate,Lesbians torture pensioner.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
179,linghate,lesbians perpetuate biphobia.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
180,linghate,gay people disturb the natural rhythym of evolution.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
181,linghate,Gay people invade kindergartens.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
182,linghate,Gay people attack hetrosexual marriage.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
183,linghate,Lesbians are flooding Houston.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
184,linghate,Gay people impose us to accept homosexuality.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
185,linghate,Gay people are depriving society of their children.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
186,linghate,Gay people alienate themselves.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
187,linghate,gay people destroy the sanctity of marriage.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
188,linghate,"Lesbians obsess over Britney's ""Not A Girl, Not Yet A Woman"" video.",Gays,ABUSE,lgbtq,,,Sexual Orientation,,
189,linghate,All these lesbians are clouding my judgement.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
190,linghate,Lesbians wreck everything.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
191,linghate,Gay people frowning upon bisexuality.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
192,linghate,Gay People Defy Natural Law.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
193,linghate,lesbians glorify domestic violence.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
194,linghate,Lesbians destroy your soul.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
195,linghate,Lesbians oppose memorial to gay Holocaust victims.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
196,linghate,gay people are tricking straight people online.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
197,linghate,Lesbians are boycotting an Auckland strip club.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
198,linghate,only gay people spank their kids.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
199,linghate,gay people riot outside the whitehouse.,Gays,OTHER,lgbtq,,,Sexual Orientation,,
200,linghate,Gay people are spoiling this world.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
201,linghate,gay people badmouth trans people.,Gays,ABUSE,lgbtq,,,Sexual Orientation,,
